Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Australia,2024,October,Tuesday,Morning,Rural,Street,Snowy,219.212231197877,2,103,18-25,Male,0.102861268955309,0,Moderate,0,2,Severe,8,2,22.0208936416589,1267.14519597738,Dry,Drunk Driving,1,12101.9324320607,11015.9182963949,South America,4764.58277737013
Australia,2024,January,Tuesday,Evening,Urban,Main Road,Snowy,376.715707549793,2,94,41-60,Female,0.127006712875827,1,Good,1,1,Severe,2,1,5.64255766645709,6387.39733375076,Dry,Drunk Driving,3,43523.2067020403,6868.95054501913,Europe,4753.5908987436
Australia,2024,March,Tuesday,Evening,Urban,Highway,Snowy,429.959800288425,4,81,<18,Male,0.184161742014077,0,Good,2,1,Severe,0,3,35.886943484492,4731.78437940587,Snow-covered,Speeding,0,46147.4862262879,66684.2281169038,Australia,1168.08900177723
Australia,2024,April,Tuesday,Night,Urban,Main Road,Snowy,105.703618794669,1,31,41-60,Male,0.0165927162585218,0,Moderate,1,2,Severe,2,3,7.84560135354446,4439.56515475731,Snow-covered,Weather,6,46504.8564840211,53082.0845929265,Asia,181.990145649399
Australia,2024,January,Tuesday,Morning,Urban,Street,Snowy,192.369754741251,2,119,18-25,Female,0.0054966656139623,1,Poor,0,0,Severe,11,4,27.4708420461264,3579.14608647419,Icy,Speeding,5,32929.6248659994,86183.7149544076,Asia,572.519065569824
Australia,2024,November,Tuesday,Evening,Urban,Highway,Snowy,329.735980313049,1,119,61+,Female,0.0289124937557181,0,Poor,1,2,Severe,18,4,52.3904344819857,4275.99976716951,Icy,Mechanical Failure,0,34663.5535331996,85690.5411232723,Australia,4491.95528284741
Australia,2024,December,Tuesday,Morning,Urban,Main Road,Snowy,373.130849275023,4,48,26-40,Male,0.152103493992576,1,Poor,2,0,Severe,14,1,59.4908809854607,5881.63341409135,Wet,Distracted Driving,6,34514.1442456299,78630.6754650215,Asia,2293.85362480089
Australia,2024,March,Tuesday,Evening,Urban,Highway,Snowy,444.201210647387,3,82,61+,Female,0.108514733843574,0,Good,2,1,Moderate,13,3,54.7894316603491,2642.07443502008,Snow-covered,Speeding,9,21249.7016267245,28878.6261317817,North America,2479.22157826907
Australia,2024,February,Tuesday,Afternoon,Urban,Street,Snowy,170.503735164236,2,56,26-40,Male,0.181074249113019,0,Good,0,0,Minor,8,3,35.2430850248916,8872.37352820043,Snow-covered,Speeding,9,21265.110777153,11273.0000638659,Australia,4527.05858094581
Australia,2024,March,Tuesday,Night,Rural,Main Road,Snowy,284.352753939569,2,37,18-25,Female,0.0923225179234155,0,Moderate,1,2,Minor,12,0,13.8424192273774,4052.13393498035,Snow-covered,Weather,0,27839.5957063121,79657.6861966459,South America,1235.6988259669
Australia,2024,February,Tuesday,Afternoon,Urban,Highway,Snowy,93.7601916515081,4,57,18-25,Male,0.157135096108187,1,Moderate,1,2,Severe,0,0,51.2174773969488,8134.20926885397,Icy,Speeding,5,16406.8744725537,87868.5083977253,South America,982.536876024635
Australia,2024,October,Tuesday,Afternoon,Rural,Main Road,Snowy,308.019545043279,3,55,<18,Female,0.192014876679071,1,Good,1,0,Moderate,5,3,45.0251810303724,5837.88137956056,Icy,Drunk Driving,3,26876.3031581063,53733.097674222,Europe,3020.68142693386
Australia,2024,April,Tuesday,Evening,Rural,Street,Snowy,367.592446588387,3,60,26-40,Male,0.0234869316984748,1,Good,1,2,Moderate,9,0,25.0383917896686,7022.94733849078,Icy,Distracted Driving,8,43196.063099329,49636.573130026,Europe,1027.90709654683
Australia,2024,June,Tuesday,Afternoon,Rural,Main Road,Rainy,264.814804391677,4,118,41-60,Male,0.21810342617445,0,Poor,2,1,Minor,8,2,9.62844082114965,2498.17755347055,Snow-covered,Speeding,4,32637.9882398781,5026.2788714772,Australia,1590.7029653308
Australia,2024,March,Tuesday,Morning,Rural,Highway,Rainy,487.446360898735,1,95,<18,Female,0.0247742669270202,0,Good,1,2,Minor,19,0,56.3790386171264,8357.45752071502,Icy,Distracted Driving,8,3191.12843676228,79596.5088988985,Australia,1763.30104137934
Australia,2024,July,Tuesday,Afternoon,Rural,Highway,Rainy,74.1884422840708,4,96,18-25,Female,0.0760968943165926,1,Poor,2,1,Minor,12,0,22.113637007204,6658.76188517638,Dry,Weather,6,6374.06291869019,17761.3790920159,North America,1774.49192040749
Australia,2024,May,Tuesday,Morning,Urban,Street,Rainy,417.241448772618,4,78,<18,Male,0.0251769344773427,0,Moderate,0,2,Minor,8,3,46.7949878591206,7790.17984104064,Wet,Distracted Driving,3,8870.10047600697,72307.2630319459,Australia,3202.55311192719
Australia,2024,January,Tuesday,Morning,Urban,Highway,Rainy,145.510633544038,4,42,<18,Male,0.0407975760064147,0,Poor,2,1,Minor,3,2,49.1607009282244,2620.9251500642,Wet,Drunk Driving,9,32159.3445387934,65007.1979556787,Europe,3958.17807576141
Australia,2024,October,Tuesday,Afternoon,Urban,Main Road,Rainy,189.609995025562,3,109,26-40,Male,0.211200078763458,0,Good,0,2,Minor,13,4,49.7649491082266,4164.66843616302,Icy,Drunk Driving,1,27818.6182488499,21040.4457088177,Europe,2892.10154672113
Australia,2024,October,Tuesday,Night,Rural,Street,Rainy,308.509570242744,2,40,41-60,Male,0.0096627752677936,1,Moderate,2,2,Minor,5,2,5.48600488823897,204.235648219345,Icy,Speeding,0,26802.6788000009,27767.7371611528,Australia,4657.79620319687
Australia,2024,July,Tuesday,Morning,Urban,Highway,Rainy,387.472183874563,1,67,41-60,Female,0.200956951782927,0,Moderate,2,0,Minor,19,2,49.4286300460716,1239.69531821428,Icy,Mechanical Failure,2,14876.2916722359,31005.4490314054,North America,4469.65103246153
Australia,2024,March,Tuesday,Morning,Rural,Main Road,Rainy,445.636059541475,1,41,41-60,Female,0.0862997530745318,0,Good,0,2,Minor,3,0,21.3908447974059,8472.36421353473,Snow-covered,Distracted Driving,8,42202.9127316381,51870.4901106512,South America,2825.35859335988
Australia,2024,August,Tuesday,Afternoon,Urban,Street,Rainy,370.068530001023,4,59,<18,Female,0.132641887724963,1,Moderate,0,2,Severe,7,1,6.26599252319761,3782.74212172455,Icy,Distracted Driving,8,48560.1828343556,72613.9768833651,Australia,3385.52874998215
Australia,2024,August,Tuesday,Afternoon,Rural,Highway,Rainy,242.746200642255,1,96,<18,Female,0.223802887237342,0,Moderate,2,2,Moderate,11,1,13.9684244047122,9057.69548180334,Dry,Drunk Driving,2,28037.6543131274,92561.6812159409,Asia,3922.86642958827
Australia,2024,March,Tuesday,Afternoon,Urban,Highway,Rainy,489.654876720157,3,74,26-40,Female,0.211694347101155,1,Good,0,2,Moderate,12,0,36.2304343131399,7432.53802339976,Snow-covered,Drunk Driving,0,26427.9877178898,51251.0008772461,South America,79.5505062422373
Australia,2024,June,Tuesday,Night,Urban,Street,Rainy,294.257375699331,4,108,<18,Female,0.190060718248453,0,Good,0,0,Moderate,19,0,18.594773752662,5636.51202284815,Icy,Drunk Driving,4,3928.58959618847,80151.6495623222,Europe,2288.12973780184
Australia,2024,August,Tuesday,Afternoon,Urban,Street,Rainy,303.019190121743,4,40,18-25,Male,0.142978991047547,0,Moderate,0,0,Minor,2,0,16.4870287810249,9181.1010306441,Wet,Drunk Driving,7,45726.8621625143,41798.8996862528,South America,117.433762757124
Australia,2024,May,Tuesday,Evening,Urban,Street,Rainy,415.181430383383,4,117,41-60,Male,0.203527345927904,1,Moderate,2,2,Minor,17,0,29.4007181442137,2664.20006278993,Wet,Distracted Driving,4,26128.4305692961,28548.1262518595,Asia,2324.20318760317
Australia,2024,September,Tuesday,Night,Urban,Highway,Rainy,358.474185467211,4,91,26-40,Female,0.208831943118322,0,Poor,0,2,Moderate,18,0,19.4681404252901,8369.42877521016,Icy,Distracted Driving,1,24638.5952689046,96047.1943031433,Australia,200.113100965543
Australia,2024,April,Tuesday,Night,Urban,Street,Rainy,249.153654593733,3,92,41-60,Female,0.120327032249761,0,Poor,0,2,Severe,18,1,31.5898061274409,4907.25123270983,Icy,Mechanical Failure,7,43654.4660869643,40459.5534541109,Asia,4775.95780634702
Australia,2024,March,Tuesday,Evening,Rural,Main Road,Rainy,359.292549435846,4,49,<18,Male,0.0784446822408426,1,Moderate,2,2,Moderate,6,0,24.0279519177069,9915.83866114485,Icy,Drunk Driving,8,10070.2552290877,36462.4548534651,Asia,2812.20639224264
Australia,2024,May,Tuesday,Night,Rural,Highway,Foggy,137.15306853556,2,53,61+,Male,0.0883870590469577,0,Poor,0,1,Severe,10,3,14.1661524482267,1201.6807532073,Wet,Drunk Driving,5,46851.1914282311,62387.6185862799,Europe,1343.26339817614
Australia,2024,April,Tuesday,Night,Rural,Highway,Foggy,70.3055363343182,4,69,26-40,Male,0.116071552160776,1,Moderate,0,2,Minor,12,0,38.3963868342576,3435.96732294971,Dry,Distracted Driving,5,2855.97325988499,67001.8701029561,South America,4297.52011526376
Australia,2024,January,Tuesday,Evening,Rural,Main Road,Foggy,177.436340941091,3,71,41-60,Female,0.133543624587517,1,Moderate,0,2,Minor,17,1,12.4449125114365,4328.37012793072,Wet,Distracted Driving,6,5769.59020348371,56121.833414018,South America,762.988790779014
Australia,2024,July,Tuesday,Afternoon,Rural,Street,Foggy,332.028031360557,2,66,26-40,Male,0.0206885384403702,1,Poor,1,2,Moderate,4,3,47.4042717284911,6296.49119752475,Wet,Drunk Driving,2,27292.6129801323,70061.0567924085,Europe,114.792888090299
Australia,2024,November,Tuesday,Afternoon,Rural,Main Road,Foggy,182.395567135547,4,117,61+,Female,0.142800972232062,0,Moderate,2,1,Minor,5,1,9.06232610701868,9055.68886583037,Wet,Drunk Driving,8,19487.0345181585,9957.14525529656,Asia,4990.59607662256
Australia,2024,October,Tuesday,Evening,Rural,Highway,Foggy,163.160160767014,1,30,61+,Male,0.0033155414905737,1,Poor,2,2,Minor,7,1,15.2196005285014,2795.76638366685,Snow-covered,Distracted Driving,7,32069.5717976952,1310.55356934656,Europe,582.081246885043
Australia,2024,September,Tuesday,Evening,Urban,Highway,Foggy,472.249594739771,4,38,26-40,Female,0.155667502657763,1,Good,1,2,Moderate,8,1,22.8212942304409,7638.84520836559,Snow-covered,Drunk Driving,1,39182.7777903992,79344.0905244464,North America,1866.97828979986
Australia,2024,December,Tuesday,Evening,Rural,Highway,Foggy,483.494800684322,1,94,18-25,Female,0.0702243704054174,1,Moderate,2,0,Severe,10,0,39.2093912290075,9327.82583223044,Icy,Weather,4,38177.1536299568,48130.7683703472,South America,4042.05483422084
Australia,2024,April,Tuesday,Night,Rural,Main Road,Foggy,364.180917791906,2,37,26-40,Female,0.182147703811656,1,Moderate,2,2,Moderate,16,2,49.0710039888739,6551.70376234018,Wet,Weather,6,4234.46217537451,45727.1992519066,South America,594.581594872184
Australia,2024,January,Tuesday,Afternoon,Urban,Street,Foggy,137.328571171586,3,95,<18,Male,0.208266212510555,0,Good,2,0,Moderate,10,1,49.0990698900187,3793.14215188347,Icy,Mechanical Failure,5,39021.3910531004,27795.8558982539,Asia,2876.85676148411
Australia,2024,February,Tuesday,Evening,Rural,Highway,Foggy,433.266767165028,4,88,41-60,Male,0.249473363335919,0,Moderate,0,1,Moderate,9,3,24.681114322261,2096.85085466013,Dry,Distracted Driving,6,21736.77850438,63966.3466306105,North America,3217.53898439028
Australia,2024,January,Tuesday,Evening,Rural,Highway,Foggy,242.810220053741,4,119,<18,Male,0.190601589491806,0,Moderate,1,1,Moderate,17,0,23.0083764841737,722.716695495384,Snow-covered,Drunk Driving,3,8728.51225252261,54541.0625180692,Asia,3530.38627707717
Australia,2024,April,Tuesday,Afternoon,Rural,Highway,Foggy,273.424504060901,3,63,18-25,Male,0.179658748197941,0,Moderate,2,2,Moderate,17,0,45.5650631212596,6310.30665716648,Wet,Speeding,7,26509.1907729902,8003.94084050848,Europe,4294.21145837435
Australia,2024,August,Tuesday,Night,Urban,Highway,Foggy,213.462557142018,2,31,41-60,Female,0.16464392999433,0,Good,0,2,Severe,10,3,49.1207749817828,366.965779108486,Snow-covered,Speeding,1,23250.0571643944,78584.2275377089,Australia,2070.5490959805
Australia,2024,November,Tuesday,Evening,Rural,Street,Foggy,163.539764964335,4,108,61+,Male,0.242357170251826,0,Good,2,2,Minor,16,2,43.4583111303556,1160.21846892563,Icy,Distracted Driving,0,8179.75298501759,62082.4419326913,South America,2972.01081924041
Australia,2024,March,Tuesday,Night,Urban,Street,Foggy,415.295157759453,3,91,18-25,Male,0.144973814984303,1,Poor,1,0,Moderate,5,2,44.9257794899142,1786.68684470657,Wet,Distracted Driving,8,27363.4838544034,91739.6788752784,South America,1446.89503717147
Australia,2024,June,Tuesday,Afternoon,Rural,Main Road,Foggy,357.788487820938,1,88,18-25,Female,0.175601677800289,1,Good,2,0,Moderate,15,4,6.51946977299608,3314.16814152956,Wet,Weather,1,41410.3408436441,37982.6753194903,Europe,598.21788042218
Australia,2024,June,Tuesday,Afternoon,Urban,Street,Clear,139.11820547918,3,33,61+,Female,0.144088534556689,0,Good,1,2,Minor,3,0,24.3480020020086,3373.7148681551,Icy,Mechanical Failure,4,26102.7064631276,73770.9793075593,Asia,837.679632941564
Australia,2024,May,Tuesday,Night,Rural,Main Road,Clear,278.161099823058,2,83,<18,Female,0.0793177867077131,1,Poor,2,1,Minor,16,3,59.6293355743142,9906.85280052823,Icy,Distracted Driving,1,38519.9298326538,90878.4927333705,Asia,3738.47652280335
Australia,2024,November,Tuesday,Evening,Urban,Street,Clear,426.276642529205,4,117,26-40,Male,0.0251387047426027,1,Moderate,1,2,Severe,15,0,25.8751990502144,6563.94498617303,Dry,Distracted Driving,8,37004.7561691038,48023.4707841271,North America,2786.32464525117
Australia,2024,May,Tuesday,Afternoon,Rural,Highway,Clear,431.822248919327,2,106,61+,Male,0.0358644168640519,0,Good,1,2,Minor,4,1,29.9507741154215,9878.41883160135,Snow-covered,Weather,0,26990.0093110068,97051.3305837246,Australia,4432.56455552701
Australia,2024,July,Tuesday,Night,Rural,Main Road,Clear,142.142976092549,4,50,61+,Male,0.23472665372217,1,Moderate,2,0,Moderate,0,2,27.9266824163076,5446.53298497564,Wet,Mechanical Failure,9,25642.1549637662,89744.1013864463,North America,4899.93922776919
Australia,2024,December,Tuesday,Afternoon,Rural,Highway,Clear,259.925511121838,2,45,41-60,Male,0.165193684826979,0,Moderate,0,2,Severe,11,4,17.0033357837562,165.447021310021,Wet,Distracted Driving,8,1465.59465354088,46929.0934538495,North America,2165.49714052503
Australia,2024,July,Tuesday,Night,Urban,Highway,Clear,64.5762531852657,4,41,41-60,Male,0.0611589011636742,0,Poor,1,2,Moderate,8,4,8.62906624367588,8037.56237523383,Icy,Mechanical Failure,8,12020.7740165938,85003.1727723056,Australia,4844.49823931599
Australia,2024,March,Tuesday,Night,Urban,Street,Clear,315.253694855076,4,65,18-25,Female,0.131232370180506,0,Good,1,1,Minor,19,4,23.0350368487356,1128.98670547943,Wet,Weather,5,28522.8218932617,68343.7867226503,Australia,906.460930628328
Australia,2024,October,Tuesday,Night,Urban,Main Road,Clear,132.104218356599,3,49,41-60,Male,0.0794344885691391,0,Good,0,1,Moderate,3,1,58.5408365521535,5995.29827946306,Dry,Distracted Driving,1,27893.3599874374,25155.0827932476,North America,1525.45333881203
Australia,2024,October,Tuesday,Morning,Rural,Main Road,Clear,363.659189283902,3,80,26-40,Female,0.201816457015448,0,Moderate,2,2,Moderate,0,3,44.6045135065293,7960.78379724048,Dry,Speeding,4,10513.1113621707,39850.3921514501,North America,1459.74386168539
Australia,2024,May,Tuesday,Evening,Rural,Street,Clear,407.170010410061,4,84,61+,Male,0.104763554789735,1,Good,0,2,Severe,14,3,11.4731570698636,5999.21937774839,Wet,Mechanical Failure,0,32642.5430989586,89721.4904256049,Asia,2801.94985036701
Australia,2024,August,Tuesday,Evening,Urban,Street,Clear,339.009038445366,2,87,26-40,Female,0.0122430681871182,1,Moderate,2,1,Severe,5,4,22.0627299587164,1867.44821225734,Wet,Weather,6,38636.5392882185,9704.0232963028,North America,3715.02767502973
Australia,2024,June,Tuesday,Night,Urban,Street,Clear,231.162518392611,4,40,18-25,Male,0.0462492387033124,0,Good,2,1,Moderate,2,0,16.5410854701973,1486.93554758672,Icy,Distracted Driving,3,33853.7097291605,84539.9173919711,Asia,4983.09441994399
Australia,2024,July,Tuesday,Morning,Rural,Main Road,Clear,246.129936563478,3,89,41-60,Female,0.0397043478363633,0,Moderate,2,0,Severe,19,1,30.0502344221201,369.094174836926,Dry,Distracted Driving,5,7299.6400216719,97222.4456566274,South America,54.0185586330598
Australia,2024,April,Tuesday,Evening,Urban,Street,Clear,337.098168177491,3,32,61+,Male,0.0838851097507063,0,Good,1,0,Minor,3,2,35.8937155154568,2542.38296233224,Icy,Mechanical Failure,3,19832.2585635719,5795.97004877263,Europe,65.3147922485054
Australia,2024,April,Tuesday,Afternoon,Urban,Main Road,Clear,249.22077981955,2,113,41-60,Male,0.172784627700632,0,Poor,1,2,Minor,14,3,21.7379831016693,2562.39184275053,Wet,Mechanical Failure,5,11894.2626224491,93218.7178500737,Australia,721.97260821859
Australia,2024,June,Tuesday,Night,Urban,Street,Clear,124.285226788966,3,111,18-25,Male,0.0613478073564991,0,Moderate,2,1,Severe,3,1,45.2672933661664,4984.58867878256,Wet,Mechanical Failure,2,44173.5566634001,20009.5055641644,North America,432.99916258261
Australia,2024,April,Tuesday,Evening,Rural,Street,Clear,286.379238264149,1,78,61+,Female,0.0112607116549696,1,Moderate,0,1,Minor,9,2,38.7308785405213,2593.21466661124,Dry,Mechanical Failure,4,37733.5844066341,76647.3287858573,Asia,2593.72765803065
Australia,2024,August,Thursday,Morning,Rural,Street,Windy,342.71880881709,3,111,41-60,Female,0.0429914073737581,0,Poor,1,2,Minor,13,1,53.1526123067701,7853.47303546033,Dry,Weather,4,3767.18620502042,6133.21839803088,South America,385.294420809406
Australia,2024,October,Thursday,Morning,Urban,Street,Windy,432.686891591604,1,78,18-25,Male,0.0698488895752131,1,Moderate,1,1,Moderate,16,4,7.07698072486614,9778.11639849073,Icy,Speeding,4,20472.7062356129,12740.3050448704,Asia,4825.19347574757
Australia,2024,September,Thursday,Afternoon,Urban,Main Road,Windy,384.857489888986,2,64,<18,Female,0.0510804695307436,0,Moderate,1,2,Severe,19,3,44.7483906568413,5788.27131533353,Snow-covered,Weather,6,15387.6610394251,78694.3237902884,South America,3390.99793505142
Australia,2024,March,Thursday,Afternoon,Urban,Street,Windy,270.819246723203,2,76,26-40,Female,0.0574808797794447,0,Poor,2,0,Minor,17,3,17.9195560242305,6666.60029820512,Snow-covered,Mechanical Failure,7,6184.45587073924,69060.9608955525,North America,230.746001548154
Australia,2024,August,Thursday,Night,Urban,Main Road,Windy,132.21996357059,2,87,26-40,Male,0.119590090192086,0,Moderate,0,2,Severe,13,2,41.6062242471792,880.159903133612,Icy,Distracted Driving,8,19427.4257233949,91692.3117646675,South America,3663.575872242
Australia,2024,December,Thursday,Afternoon,Urban,Street,Windy,479.996967823165,3,70,41-60,Female,0.187086278277583,1,Poor,0,2,Moderate,5,2,26.2834172906456,1268.21865273407,Snow-covered,Mechanical Failure,6,38971.584341037,61397.7587883884,North America,4795.39729886507
Australia,2024,July,Thursday,Morning,Rural,Street,Windy,411.29924743504,4,39,18-25,Female,0.0445393964221747,1,Poor,0,1,Minor,13,2,40.001381459008,1191.05979909275,Icy,Weather,8,47385.7966620315,45158.8237282407,Europe,4115.28872953004
Australia,2024,April,Thursday,Afternoon,Urban,Street,Windy,247.028102857694,4,81,61+,Female,0.143719298701666,0,Moderate,1,2,Moderate,13,3,57.4882222012988,8512.99517551059,Wet,Speeding,1,11733.6085081803,70653.3808521531,Australia,513.119916030512
Australia,2024,September,Thursday,Morning,Rural,Street,Windy,240.869884442233,2,48,<18,Female,0.0222920927547616,0,Moderate,1,1,Moderate,16,0,55.8621177017784,6805.16557912449,Dry,Drunk Driving,2,19007.7391939204,78691.9957224954,South America,2216.98599040914
Australia,2024,November,Thursday,Morning,Urban,Main Road,Windy,426.20284312059,1,73,26-40,Female,0.187103811817129,0,Poor,2,0,Severe,10,1,40.3068367373729,1811.54485721671,Snow-covered,Speeding,7,31536.5936259555,19904.7743266953,South America,651.93202514399
